pathway_id	pathway_name	describtion	pathway_class	p_value	p_value_adjust	all_id	all_number	mapped_id	mapped_number	mapped_percentage
hsa05130	Pathogenic Escherichia coli infection	Enteropathogenic E. coli (EPEC) and enterohemorrhagic E. coli (EHEC) are closely related pathogenic strains of Escherichia coli. The hallmark of EPEC/EHEC infections [DS:H00278 H00277] is induction of attaching and effacing (A/E) lesions that damage intestinal epithelial cells. The capacity to form A/E lesions is encoded mainly by the locus of enterocyte effacement (LEE) pathogenicity island. Tir, Map, EspF, EspG are known LEE-encoded effector proteins secreted via the type III secretion system, which is also LEE-encoded, into the host cell. EPEC and EHEC Tir's link the extracellular bacterium to the cell cytoskeleton. Map and EspF are involved in mitochondrion membrane permeabilization. EspG interacts with tubulins and stimulates microtubule destabilization. LEE-encoded adhesin or intimin (Eae) is exported via the general secretory pathway to the periplasm, where it is inserted into the outer membrane. In addition to Tir, two potential host cell-carried intimin receptors, beta1 integrin (ITGB1) and nucleolin (NCL), have so far been identified. The distinguishing feature of EHEC is the elaboration of Shiga-like toxin (Stx). Stx cleaves ribosomal RNA, thereby disrupting protein synthesis and killing the intoxicated epithelial or endothelial cells.	Human Diseases; Infectious disease: bacterial	1	1	C00338;C00350;C00681	3		0	0
hsa05132	Salmonella infection	Salmonella infection usually presents as a self-limiting gastroenteritis or the more severe typhoid fever and bacteremia. The common disease-causing Salmonella species in human is a single species, Salmonella enterica, which has numerous serovars.{}Following intestinal colonization Salmonella inject effector proteins into the host cells using a type III secretion system (T3SS), T3SS1. Then a small group of effector proteins induce rearrangement of the actin cytoskeleton resulting in membrane ruffles and rapid internalization of the bacteria.The T3SS2 is responsible for translocating effector proteins that direct Salmonella-containing vacuole (SCV) maturation. The majority of the bacteria are known to survive and replicate in SCV.	Human Diseases; Infectious disease: bacterial	1	1	C00338;C01194;C04549;C05981;C11554	5		0	0
hsa05133	Pertussis	Pertussis, also known as whooping cough, is an acute respiratory infectious disease caused by a bacteria called Bordetella Pertussis. The characteristic symptoms are paroxysmal cough, inspiratory wheezing and post-tussive vomiting.{}Following the inhalation of respiratory secretions from an infected individual, bacteria enter the upper respiratory tract and adhere to epithelial cells. Several adhesion factors have been implicated: the filamentous hemagglutinin (FHA), fimbriae, and pertactin (Prn).{}Pertussis toxin (Ptx) and adenylate cyclase toxin (ACT) have been identified so far as major protein toxins of B. pertussis. PTX is a hexameric AB5-type exotoxin. Catalytic A subunit catalyzes the ADP-ribosylation of the Gi subunits of the heterotrimeric G protein, then inhibits multiple downstream pathways. ACT is able to penetrate the cytoplasmic membrane of host cells and becomes activated through the cleavage and the binding of calmodulin (CaM). Activated ACT converts ATP to cyclic AMP and subverts cellular signaling pathways.	Human Diseases; Infectious disease: bacterial	1	1	C00002;C00076;C00238;C00253;C00338;C00374;C00575;C05005;C12505;C19596	10		0	0
hsa05134	Legionellosis	Legionellosis is a potentially fatal infectious disease caused by the bacterium Legionella pneumophila and other legionella species. Two distinct clinical and epidemiological syndromes are associated with Legionella species: Legionnaires' disease is the more severe form of the infection, which may involve pneumonia, and Pontiac fever is a milder respiratory illness.{}The pathogenesis of L. pneumophila is derived from its growth within lung macrophages. One of the L. pneumophila's type IV secretion systems, the Dot/Icm secretion system, is of critical importance for its ability to replicate and to cause disease. The Dot/Icm substrates modulate multiple host cell processes and in particular, redirect trafficking of the L. pneumophila phagosome and mediate its conversion into an ER-derived organelle competent for intracellular bacterial replication. L. pneumophila also manipulates host cell death and survival pathways in a way that allows continued intracellular replication.	Human Diseases; Infectious disease: bacterial	1	1	C00338;C01277	2		0	0
hsa05135	Yersinia infection	Pathogenic Yersinia injects virulent Yersinia outer proteins (Yops) into the host cell through a type three secretion system (T3SS) to express its pathogenicity. Through inactivation of small GTPases by YopT protease, YopE GTPase-activating protein, and YpkA/YopO sequestration of GDP-bound small GTPases, Yersinia prevents its uptake by phagocytic cells and disrupts the actin cytoskeleton. YopH phosphatase shuts down phagocytosis by dephosphorylating key host proteins as well as suppresses T cell activation. Yersinia induces macrophage pyroptosis via YopB/YopD activation of canonical and noncanonical inflammasomes and YopT/YopE-mediated activation of pyrin. These effects are counteracted by YopK and YopM. YopP/J is a member of an ubiquitin-like protein cysteine protease family and simultaneously targets signaling components of the MAPK and NF-kappaB signaling pathways following activation of Toll-like receptor4 to inhibit production of proinflammatory cytokines.	Human Diseases; Infectious disease: bacterial	1	1	C00076;C00338;C01245;C04637;C05981	5		0	0
hsa05140	Leishmaniasis	Leishmania is an intracellular protozoan parasite of macrophages that causes visceral, mucosal, and cutaneous diseases. The parasite is transmitted to humans by sandflies, where they survive and proliferate intracellularly by deactivating the macrophage. Successful infection of Leishmania is achieved by alteration of signaling events in the host cell, leading to enhanced production of the autoinhibitory molecules like TGF-beta and decreased induction of cytokines such as IL12 for protective immunity. Nitric oxide production is also inhibited. In addition, defective expression of major histocompatibility complex (MHC) genes silences subsequent T cell activation mediated by macrophages, resulting in abnormal immune responses.	Human Diseases; Infectious disease: parasitic	1	1	C00076;C00195;C00219;C00533;C00584;C02737	6		0	0
hsa05144	Malaria	Plasmodium protozoa are parasites that account for malaria infection. Sporozoite forms of the parasite are injected by mosquito bites under the skin and are carried to the liver where they develop into the merozoite form.{}Sporozoite invasion of hepatocytes is mediated by parasite surface protein like CSP. Subsequent infection into red blood cells (RBCs) by merozoites causes malaria disease via aberrant cytokine production and sequestration of parasite-infected red blood cells (pRBCs) to host endothelium. Microvasculature sequestration in the brain brings about cerebral malaria that can results in death or persisting neurological impairment. PfEMP1 has been suggested as the key adhesive molecule of pRBCs.	Human Diseases; Infectious disease: parasitic	1	1	C00533;C00634;G00052;G00054;G10505	5		0	0
hsa05145	Toxoplasmosis	Toxoplasma gondii is an obligate intracellular parasite that is prevalent worldwide. The tachyzoite form acquired by oral ingestion downmodulates proinflammatory signaling pathways via various mechanisms. During early infection, nuclear translocation of NFkB is temporally blocked and p38 MAPK phosphorylation is prevented, suppressing IL-12 production. Another pathway for IL-12 induction occurs through CCR5 dependent pathway, but parasitic induction of an eicosanoid LXA4 contributes to the downregulation of IL-12. Direct activation of STAT3 by the parasite enhance anti-inflammatory function of IL-10 and TGF beta. T. gondii can cause lifelong chronic infection by establishing an anti-apoptotic environment through induction of bcl-2 or IAPs and by redirecting LDL-mediated cholesterol transport to scavenge nutrients from the host.	Human Diseases; Infectious disease: parasitic	1	1	C00076;C05981;C06314	3		0	0
hsa05150	Staphylococcus aureus infection	Staphylococcus aureus can cause multiple forms of infections ranging from superficial skin infections to food poisoning and life-threatening infections. The organism has several ways to divert the effectiveness of the immune system: secreting immune modulating proteins that inhibit complement activation and neutrophil chemotaxis or lysis, modulating the sensitivity to cationic antimicrobial peptides (such as defensin) by increasing the positive net charge of its cytoplasmic membrane, and expression of superantigens that prevent development of a normal immune response or cause an emetic response when ingested.	Human Diseases; Infectious disease: bacterial	1	1	C11596;C20898	2		0	0
hsa05152	Tuberculosis	Tuberculosis, or TB, is an infectious disease caused by Mycobacterium tuberculosis. One third of the world's population is thought to be infected with TB. About 90% of those infected result in latent infections, and about 10% of latent infections develop active diseases when their immune system is impaired due to the age, other diseases such as AIDS or exposure to immunosuppressive drugs. TB is transmitted through the air and primarily attacks the lungs, then it can spread by the circulatory system to other parts of body. Once TB bacilli have entered the host by the respiratory route and infected macrophages in the lungs, they interfere with phagosomal maturation, antigen presentation, apoptosis and host immune system to establish persistent or latent infection.	Human Diseases; Infectious disease: bacterial	1	1	C00076;C00338;C01194;C01561;C01673;C04549;C06124;C19190;C21790;G13101;G13105;G13106;G13108;G13109;G13112;G13113;G13114;G13115	18		0	0
hsa05160	Hepatitis C	Hepatitis C virus (HCV) is a major cause of chronic liver disease. The HCV employ several strategies to perturb host cell immunity. After invasion, HCV RNA genome functions directly as an mRNA in the cytoplasm of the host cell and forms membrane-associated replication complexes along with non-structural proteins. Viral RNA can trigger the RIG-I pathway and interferon production during this process. Translated HCV protein products regulate immune response to inhibit the action of interferon. HCV core and NS5A proteins appear to be the most important molecules with regulatory functions that modulate transcription, cellular proliferation, and apoptosis.	Human Diseases; Infectious disease: viral	1	1	C05981;C20935	2		0	0
hsa05161	Hepatitis B	Hepatitis B virus (HBV) is an enveloped virus and contains a partially double-stranded relaxed circular DNA (RC-DNA) genome. After entry into hepatocytes, HBV RC-DNA is transported to the nucleus and converted into a covalently closed circular molecule cccDNA. The cccDNA is the template for transcription of all viral RNAs including the pregenomic RNA (pgRNA), encoding for 7 viral proteins: large, middle, and small envelope proteins (LHBs, MHBs, and SHBs) that form the surface antigen (HBsAg), the core antigen (HBcAg), the e antigen (HBeAg), the HBV polymerase, and the regulatory protein X (HBx). The pgRNA interacts with the viral polymerase protein to initiate the encapsidation into the core particles. Through endoplasmic reticulum, the core particles finish assembling with the envelope proteins and are released. HBV infection leads to a wide spectrum of liver diseases raging from chronic hepatitis, cirrhosis to hepatocellular carcinoma. The mechanism of liver injury is still not clear. However, HBV proteins target host proteins, involved in a variety of functions, thus regulating transcription, cellular signaling cascades, proliferation, differentiation, and apoptosis.	Human Diseases; Infectious disease: viral	1	1	C00076	1		0	0
hsa05162	Measles	Measles virus (MV) is highly contagious virus that leads infant death worldwide. Humans are the unique natural reservoir for this virus. MV infection is characterized by virus-induced immune suppression that can lead to increased susceptibility to secondary bacterial and viral infections. The P, V and C proteins act as virulence factors to suppress innate immune response in host by inhibiting signaling for both type I IFN induction and JAK/STAT-mediated interferon-stimulated gene (ISG) induction. Moreover,  H protein expressed on viral particles and binding to SLAM or CD46,  as well as N protein liberated from infected cells and interacting with Fc-gamma R, causes an inhibition of IL-12 synthesis in dendritic cells. IL-12 is a key cytokine inducing cellular immune responses to protect host from the harm caused by pathogenic infections.	Human Diseases; Infectious disease: viral	1	1	C05981	1		0	0
hsa05163	Human cytomegalovirus infection	Human cytomegalovirus (HCMV) is an enveloped, double-stranded DNA virus that is a member of beta-herpesvirus family. HCMV is best known for causing significant morbidity and mortality in immunocompromised populations. As with other herpesviruses, HCMV gB and gH/gL envelope glycoproteins are essential for virus entry. HCMV gB could activate the PDGFRA, and induce activation of the oncogenic PI3-K/AKT pathway. Though it is unlikely that HCMV by itself can act as an oncogenic factor, HCMV may have an oncomodulatory role, to catalyze an oncogenic process that has already been initiated. US28, one of the four HCMV-encoded vGPCRs (US27, US28, UL33 and UL78), also has a specific role in the oncomodulatory properties. In addition, HCMV has developed numerous mechanisms for manipulating the host immune system. The virally encoded US2, US3, US6 and US11 gene products all interfere with major histocompatibility complex (MHC) class I antigen presentation. HCMV encodes several immediate early (IE) antiapoptotic proteins (IE1, IE2, vMIA and vICA). These proteins might avoid immune clearance of infected tumor cells by cytotoxic lymphocytes and NK cells.	Human Diseases; Infectious disease: viral	1	1	C00076;C00165;C00584;C01245;C05981;C20640	6		0	0
hsa05164	Influenza A	Influenza is a contagious respiratory disease caused by influenza virus infection. Influenza A virus is responsible for both annual seasonal epidemics and periodic worldwide pandemics. Novel strains that cause pandemics arise from avian influenza virus by genetic reassortment among influenza viruses and two surface glycoproteins HA and NA form the basis of serologically distinct virus types. The innate immune system recognizes invaded virus through multiple mechanisms. Viral non-structural NS1 protein is a multifunctional virulence factor that interfere IFN-mediated antiviral response. It inhibits IFN production by blocking activation of transcription factors such as NF-kappa B and IRF3. NS1 further inhibits the activation of IFN-induced antiviral genes. PB1-F2 protein is another virulence factor that induce apoptosis of infected cells, which results in life-threatening bronchiolitis.	Human Diseases; Infectious disease: viral	1	1	C00027;C00080;C05981	3		0	0
hsa05165	Human papillomavirus infection	Human papillomavirus (HPV) is a non-enveloped, double-stranded DNA virus. HPV infect mucoal and cutaneous epithelium resulting in several types of pathologies, most notably, cervical cancer. All types of HPV share a common genomic structure and encode eight proteins: E1, E2, E4, E5, E6, and E7 (early) and L1 and L2 (late). It has been demonstrated that E1 and E2 are involved in viral transcription and replication. The functions of the E4 protein is not yet fully understood. E5, E6, and E7 act as oncoproteins. E5 inhibits the V-ATPase, prolonging EGFR signaling and thereby promoting cell proliferation. The expression of E6 and E7 not only inhibits the tumor suppressors p53 and Rb, but also alters additional signalling pathways. Among these pathways, PI3K/Akt signalling cascade plays a very important role in HPV-induced carcinogenesis. The L1 and L2 proteins form icosahedral capsids for progeny virion generation.	Human Diseases; Infectious disease: viral	1	1	C00575;C00584;C05981	3		0	0
hsa05166	Human T-cell leukemia virus 1 infection	Human T-cell leukemia virus type 1 (HTLV-1) is a pathogenic retrovirus that is associated with adult T-cell leukemia/lymphoma (ATL). It is also strongly implicated in non-neoplastic chronic inflammatory diseases such as HTLV-1-associated myelopathy/tropical spastic paraparesis (HAM/TSP). Expression of Tax, a viral regulatory protein is critical to the pathogenesis. Tax is a transcriptional co-factor that interfere several signaling pathways related to anti-apoptosis or cell proliferation. The modulation of the signaling by Tax involve its binding to transcription factors like CREB/ATF, NF-kappa B, and SRF.	Human Diseases; Infectious disease: viral	1	1	C00027;C00076;C00238;C00575;C05981	5		0	0
hsa05167	Kaposi sarcoma-associated herpesvirus infection	Kaposi sarcoma-associated herpesvirus (KSHV), also known as human herpesvirus 8 (HHV-8), is the most recently identified human tumor virus, and is associated with the pathogenesis of Kaposi's sarcoma (KS), primary effusion lymphoma (PEL), and Multicentric Castleman's disease (MCD). Like all other herpesviruses, KSHV displays two modes of life cycle, latency and lytic replication, which are characterized by the patterns of viral gene expression. Genes expressed in latency (LANA, v-cyclin, v-FLIP, Kaposins A, B and C and viral miRNAs) are mainly thought to facilitate the establishment of life long latency in its host and survival against the host innate, and adaptive immune surveillance mechanisms. Among the viral proteins shown to be expressed during lytic replication are potent signaling molecules such as vGPCR, vIL6, vIRFs, vCCLs, K1 and K15, which have been implicated experimentally in the angiogenic and inflammatory phenotype observed in KS lesions. Several of these latent viral and lytic proteins are known to transform host cells, linking KSHV with the development of severe human malignancies.	Human Diseases; Infectious disease: viral	1	1	C00076;C00165;C00350;C01245;C05981	5		0	0
hsa05168	Herpes simplex virus 1 infection	Herpes simplex virus 1(HSV-1) is a common human pathogen, which initially infects orofacial mucosal surfaces. The virus replicates in epithelial cells at these sites, causing clinically overt disease characterized by vesicular lesions. HSV-1 then penetrates to the nervous system and establishes latency in sensory neurons. Throughout the lifetime of the host, HSV-1 may reactivate from its latent state and reinitiate a lytic infection cycle. HSV-1 has developed various mechanisms to escape its host innate immune responses and increased its capacity to replicate and to persist. ICP34.5, ICP0, ICP27, Us11 and Vhs (UL41) are the proteins involved in viral interference.	Human Diseases; Infectious disease: viral	1	1	C05981;C20640;C20935	3		0	0
hsa05169	Epstein-Barr virus infection	Epstein-Barr virus (EBV) is a gamma-herpes virus that widely infects human populations predominantly at an early age but remains mostly asymptomatic. EBV has been linked to a wide spectrum of human malignancies, including nasopharyngeal carcinoma and other hematologic cancers, like Hodgkin's lymphoma, Burkitt's lymphoma (BL), B-cell immunoblastic lymphoma in HIV patients, and posttransplant-associated lymphoproliferative diseases.  EBV has the unique ability to establish life-long latent infection in primary human B lymphocytes. During latent infection, EBV expresses a small subset of genes, including 6 nuclear antigens (EBNA-1, -2, -3A, -3B, -3C, and -LP), 3 latent membrane proteins (LMP-1, -2A, and -2B), 2 small noncoding RNAs (EBER-1 and 2). On the basis of these latent gene expression, three different latency patterns associated with the types of cancers are recognized.	Human Diseases; Infectious disease: viral	1	1	C00076;C01245;C05981	3		0	0
hsa05170	Human immunodeficiency virus 1 infection	Human immunodeficiency virus type 1 (HIV-1) , the causative agent of AIDS (acquired immunodeficiency syndrome), is a lentivirus belonging to the Retroviridae family. The primary cell surface receptor for HIV-1, the CD4 protein, and the co-receptor for HIV-1, either CCR5 or CXCR4, are found on macrophages and T lymphocytes. At the earliest step, sequential binding of virus envelope (Env) glycoprotein gp120 to CD4 and the co-receptor CCR5 or CXCR4 facilitates HIV-1 entry and has the potential to trigger critical signaling that may favor viral replication. At advanced stages of the disease, HIV-1 infection results in dramatic induction of T-cell (CD4+ T and CD8+ T cell) apoptosis both in infected and uninfected bystander T cells, a hallmark of HIV-1 pathogenesis. On the contrary, macrophages are resistant to the cytopathic effect of HIV-1 and produce virus for longer periods of time.	Human Diseases; Infectious disease: viral	1	1	C00076;C00165;C01245;C05981;C20640	5		0	0
hsa05171	Coronavirus disease - COVID-19	Coronavirus disease of 2019 (COVID-19) is a highly contagious respiratory infection that is caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). SARS-CoV-2 infects alveolar epithelial cells [mainly alveolar epithelial type 2 (AEC2) cells] through the angiotensin-converting enzyme 2 (ACE2) receptor. Upon the occupancy of ACE2 by SARS-CoV-2, the increased serum level of free Angiotensin II (Ang II) due to a reduction of ACE2-mediated degradation promotes activation of the NF-kappa B pathway via Ang II type 1 receptor (AT1R), followed by  interleukin-6 (IL-6) production. SARS-CoV-2 also activates the innate immune system; macrophage stimulation triggers the overproduction of pro-inflammatory cytokines, including IL-6, and the "cytokine storm", which results in systemic inflammatory response syndrome and multiple organ failure. The combined effects of complement activation, dysregulated neutrophilia, endothelial injury, and hypercoagulability appear to be intertwined to drive the severe features of COVID-19.	Human Diseases; Infectious disease: viral	1	1	C00027;C00046;C00165;C00290;C00533;C00704;C00873;C02135;C15850;C20640	10		0	0
hsa05204	Chemical carcinogenesis - DNA adducts	It has been estimated that exposure to environmental chemical carcinogens may contribute significantly to the causation of a sizable fraction, perhaps a majority, of human cancers. Human carcinogens act through a variety of genotoxic and non-genotoxic mechanisms. Genotoxic carcinogens can attack biological macromolecules such as DNA and RNA either directly or indirectly through metabolism, resulting in the formation of adducts with these macromolecules. If DNA adducts escape cellular repair mechanisms and persist, they may lead to miscoding, resulting in permanent mutations. Mutations cause an undefined number of cell changes, translated into aberrant protein expression and in changes in cell cycle control.	Human Diseases; Cancer: overview	1	1	C00027;C03012;C03621;C03622;C06547;C06548;C06752;C06754;C06793;C06800;C07122;C07535;C07641;C10998;C14556;C14704;C14783;C14849;C14850;C14851;C14852;C14853;C14854;C14855;C14856;C14874;C16038;C16453;C16844;C19161;C19164;C19180;C19255;C19368;C19488;C19489;C19490;C19525;C19559;C19561;C19562;C19563;C19564;C19565;C19566;C19567;C19568;C19569;C19574;C19577;C19578;C19579;C19580;C19581;C19582;C19586;C19602;C19603;C19605;C19606;C20280;C20281;C20282;C20283;C20284;C20285;C20286;C20287;C20288;C20289;C20290;C20291;C20293;C20294;C20295;C20301;C20302;C20303;C20304;C20305;C20306	81		0	0
hsa05205	Proteoglycans in cancer	Many proteoglycans (PGs) in the tumor microenvironment have been shown to be key macromolecules that contribute to biology of various types of cancer including proliferation, adhesion, angiogenesis and metastasis, affecting tumor progress. The four main types of proteoglycans include hyaluronan (HA), which does not occur as a PG but in free form, heparan sulfate proteoglycans (HSPGs), chondroitin sulfate proteoglycans (CSPGs), dematan sulfate proteoglycans (DSPG) and keratan sulfate proteoglycans (KSPGs) [BR:00535]. Among these proteoglycans such as HA, acting with CD44, promotes tumor cell growth and migration, whereas other proteoglycans such as syndecans (-1~-4), glypican (-1, -3) and perlecan may interact with growth factors, cytokines, morphogens and enzymes through HS chains [BR: 00536], also leading to tumor growth and invasion. In contrast, some of the small leucine-rich proteolgycans, such as decorin and lumican, can function as tumor repressors, and modulate the signaling pathways by the interaction of their core proteins and multiple receptors.	Human Diseases; Cancer: overview	1	1	C00426;C00573;C00607;C00925;G10505;G13063;G13064	7		0	0
hsa05207	Chemical carcinogenesis - receptor activation	Carcinogenesis is a multistage process that consists of initiation, promotion, and progression stages. Chemicals or environmental factors may act at any of these stages to induce and/or enhance the carcinogenic process. Based on their mode-of-action, carcinogens can be classified as genotoxic or non-genotoxic. Genotoxic agent begins their action at the deoxyribonucleic acid (DNA) level, causing DNA damage through several mechanisms. Non-genotoxic carcinogens are chemicals that cause the development of tumors through multiple non-genotoxic events and epigenetic alterations without direct interaction with DNA. One non-genotoxic mechanism involves receptor activation. Biological mechanisms involving receptor activation fall into two broad categories: (i) those that involve cell surface receptors and some intracellular receptors that activate signal transduction pathways, resulting in biological responses, including gene transcription, and (ii) those that involve intracellular receptors that translocate into the nucleus and act as transcription factors regulating gene expression. Both classes of receptors can be involved in mechanisms of carcinogenesis.	Human Diseases; Cancer: overview	0.622953427646589	1	C00076;C00410;C00547;C00575;C00745;C00780;C00788;C00951;C03690;C04623;C05981;C06697;C06790;C06916;C07020;C07434;C07535;C07557;C08150;C11042;C11150;C11371;C11906;C13624;C14240;C14573;C15995;C16452;C16453	29	C00788	1	3.44827586206897
hsa05210	Colorectal cancer	Colorectal cancer (CRC) is the second largest cause of cancer-related deaths in Western countries. CRC arises from the colorectal epithelium as a result of the accumulation of genetic alterations in defined oncogenes and tumour suppressor genes (TSG). Two major mechanisms of genomic instability have been identified in sporadic CRC progression. The first, known as chromosomal instability (CIN), results from a series of genetic changes that involve the activation of oncogenes such as K-ras and inactivation of TSG such as p53, DCC/Smad4, and APC. The second, known as microsatellite instability (MSI), results from inactivation of the DNA mismatch repair genes MLH1 and/or MSH2 by hypermethylation of their promoter, and secondary mutation of genes with coding microsatellites, such as transforming growth factor receptor II (TGF-RII) and BAX. Hereditary syndromes have germline mutations in specific genes (mutation in the tumour suppressor gene APC on chromosome 5q in FAP, mutated DNA mismatch repair genes in HNPCC).	Human Diseases; Cancer: specific types	1	1	C05981	1		0	0
hsa05212	Pancreatic cancer	Infiltrating ductal adenocarcinoma is the most common malignancy of the pancreas. When most investigators use the term 'pancreatic cancer' they are referring to pancreatic ductal adenocarcinoma (PDA). Normal duct epithelium progresses to infiltrating cancer through a series of histologically defined precursors (PanINs). The overexpression of HER-2/neu and activating point mutations in the K-ras gene occur early, inactivation of the p16 gene at an intermediate stage, and the inactivation of p53, SMAD4, and BRCA2 occur relatively late. Activated K-ras engages multiple effector pathways. Although EGF receptors are conventionally regarded as upstream activators of RAS proteins, they can also act as RAS signal transducers via RAS-induced autocrine activation of the EGFR family ligands. Moreover, PDA shows extensive genomic instability and aneuploidy. Telomere attrition and mutations in p53 and BRCA2 are likely to contribute to these phenotypes. Inactivation of the SMAD4 tumour suppressor gene leads to loss of the inhibitory influence of the transforming growth factor-beta signalling pathway.	Human Diseases; Cancer: specific types	1	1	C00416;C05981	2		0	0
hsa05213	Endometrial cancer	Endometrial cancer (EC) is the most common gynaecological malignancy and the fourth most common malignancy in women in the developed world after breast, colorectal and lung cancer. Two types of endometrial carcinoma are distinguished with respect to biology and clinical course. Type-I carcinoma is related to hyperestrogenism by association with endometrial hyperplasia, frequent expression of estrogen and progesterone receptors and younger age, whereas type-II carcinoma is unrelated to estrogen, associated with atrophic endometrium, frequent lack of estrogen and progesterone receptors and older age. The morphologic differences in these cancers are mirrored in their molecular genetic profile with type I showing defects in DNA-mismatch repair and mutations in PTEN, K-ras, and beta-catenin, and type II showing aneuploidy, p53 mutations, and her2/neu amplification.	Human Diseases; Cancer: specific types	1	1	C05981	1		0	0
hsa05214	Glioma	Gliomas are the most common of the primary brain tumors and account for more than 40% of all central nervous system neoplasms. Gliomas include tumours that are composed predominantly of astrocytes (astrocytomas), oligodendrocytes (oligodendrogliomas), mixtures of various glial cells (for example,oligoastrocytomas) and ependymal cells (ependymomas). The most malignant form of infiltrating astrocytoma - glioblastoma multiforme (GBM) - is one of the most aggressive human cancers. GBM may develop de novo (primary glioblastoma) or by progression from low-grade or anaplastic astrocytoma (secondary glioblastoma). Primary glioblastomas develop in older patients and typically show genetic alterations (EGFR amplification, p16/INK4a deletion, and PTEN mutations) at frequencies of 24-34%. Secondary glioblastomas develop in younger patients and frequently show overexpression of PDGF and CDK4 as well as p53 mutations (65%) and loss of Rb playing major roles in such transformations. Loss of PTEN has been implicated in both pathways, although it is much more common in the pathogenesis of primary GBM.	Human Diseases; Cancer: specific types	1	1	C00076;C00165;C01245;C05981	4		0	0
hsa05215	Prostate cancer	Prostate cancer constitutes a major health problem in Western countries. It is the most frequently diagnosed cancer among men and the second leading cause of male cancer deaths. The identification of key molecular alterations in prostate-cancer cells implicates carcinogen defenses (GSTP1), growth-factor-signaling pathways (NKX3.1, PTEN, and p27), and androgens (AR) as critical determinants of the phenotype of prostate-cancer cells. Glutathione S-transferases (GSTP1) are detoxifying enzymes. Cells of prostatic intraepithelial neoplasia, devoid of GSTP1, undergo genomic damage mediated by carcinogens. NKX3.1, PTEN, and p27 regulate the growth and survival of prostate cells in the normal prostate. Inadequate levels of PTEN and NKX3.1 lead to a reduction in p27 levels and to increased proliferation and decreased apoptosis. Androgen receptor (AR) is a transcription factor that is normally activated by its androgen ligand. During androgen withdrawal therapy, the AR signal transduction pathway also could be activated by amplification of the AR gene, by AR gene mutations, or by altered activity of AR coactivators. Through these mechanisms, tumor cells lead to the emergence of androgen-independent prostate cancer.	Human Diseases; Cancer: specific types	1	1	C00280;C00410;C00535;C00735;C00762;C00951;C01227;C03917;C05981;C07653;C16038	11		0	0
hsa05217	Basal cell carcinoma	Cancer of the skin is the most common cancer in Caucasians and basal cell carcinomas (BCC) account for 90% of all skin cancers. The vast majority of BCC cases are sporadic, though there is a rare familial syndrome basal cell nevus syndrome (BCNS, or Gorlin syndrome) that predisposes to development of BCC. In addition, there is strong epidemiological and genetic evidence that demonstrates UV exposure as a risk factor of prime importance. The development of basal cell carcinoma is associated with constitutive activation of sonic hedgehog signaling. The mutations in SMOH, PTCH1, and SHH in BCCs result in continuous activation of target genes. At a cellular level, sonic hedgehog signaling promotes cell proliferation. Mutations in TP53 are also found with high frequency (>50%) in sporadic BCC.	Human Diseases; Cancer: specific types	1	1	C00187	1		0	0
hsa05218	Melanoma	Melanoma is a form of skin cancer that has a poor prognosis and which is on the rise in Western populations. Melanoma arises from the malignant transformation of pigment-producing cells, melanocytes. The only known environmental risk factor is exposure to ultraviolet (UV) light and in people with fair skin the risk is greatly increased. Melanoma pathogenesis is also driven by genetic factors. Oncogenic NRAS mutations activate both effector pathways Raf-MEK-ERK and PI3K-Akt. The Raf-MEK-ERK pathway may also be activated via mutations in the BRAF gene. The PI3K-Akt pathway may be activated through loss or mutation of the inhibitory tumor suppressor gene PTEN. These mutations arise early during melanoma pathogenesis and are preserved throughout tumor progression. Melanoma development has been shown to be strongly associated with inactivation of the p16INK4a/cyclin dependent kinases 4 and 6/retinoblastoma protein (p16INK4a/CDK4,6/pRb) and p14ARF/human double minute 2/p53 (p14ARF/HMD2/p53) tumor suppressor pathways. MITF and TP53 are implicated in further melanoma progression.	Human Diseases; Cancer: specific types	1	1	C05981	1		0	0
hsa05220	Chronic myeloid leukemia	Chronic myeloid leukemia (CML) is a clonal myeloproliferative disorder of a pluripotent stem cell. The natural history of CML has a triphasic clinical course comprising of an initial chronic phase (CP), which is characterized by expansion of functionally normal myeloid cells, followed by an accelerated phase (AP) and finally a more aggressive blast phase (BP), with loss of terminal differentiation capacity. On the cellular level, CML is associated with a specific chromosome abnormality, the t(9; 22) reciprocal translocation that forms the Philadelphia (Ph) chromosome. The Ph chromosome is the result of a molecular rearrangement between the c-ABL proto-oncogene on chromosome 9 and the BCR (breakpoint cluster region) gene on chromosome 22. The BCR/ABL fusion gene encodes p210 BCR/ABL, an oncoprotein, which, unlike the normal p145 c-Abl, has constitutive tyrosine kinase activity and is predominantly localized in the cytoplasm. While fusion of c-ABL and BCR is believed to be the primary cause of the chronic phase of CML, progression to blast crisis requires other molecular changes. Common secondary abnormalities include mutations in TP53, RB, and p16/INK4A, or overexpression of genes such as EVI1. Additional chromosome translocations are also observed,such as t(3;21)(q26;q22), which generates AML1-EVI1.	Human Diseases; Cancer: specific types	1	1	C05981	1		0	0
