name	nAnno	nOverlap	fc	zscore	pvalue	adjp	or	CIl	CIu	distance	namespace	members_Overlap	members_Overlap_keggid	members_Anno_keggid	members_Anno
Metabolism of xenobiotics by cytochrome P450	78	15	0.538	-3.11	1	1	0.414	0.217	0.743	1	Customised	ADH1B, ADH1C, AKR7A3, AKR7L, ALDH3B1, CBR1, CYP2E1, CYP3A5, EPHX1, GSTM2, GSTM3, GSTM5, GSTO2, GSTP1, HPGDS	ADH1B, ADH1C, AKR7A3, AKR7L, ALDH3B1, CBR1, CYP2E1, CYP3A5, EPHX1, GSTM2, GSTM3, GSTM5, GSTO2, GSTP1, HPGDS	ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, AKR1C1, AKR7A2, AKR7A3, AKR7L, ALDH3A1, ALDH3B1, ALDH3B2, CBR1, CBR3, CYP1A1, CYP1A2, CYP1B1, CYP2A13, CYP2A6, CYP2A7, CYP2B6, CYP2C9, CYP2D6, CYP2D7, CYP2E1, CYP2F1, CYP2S1, CYP3A4, CYP3A5, DHDH, EPHX1, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, HPGDS, HSD11B1, HSD11B1L, LOC107987478, LOC107987479, MGST1, MGST2, MGST3, SULT2A1, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7	ADH1A, ADH1B, ADH1C, ADH4, ADH5, ADH6, ADH7, AKR1C1, AKR7A2, AKR7A3, AKR7L, ALDH3A1, ALDH3B1, ALDH3B2, CBR1, CBR3, CYP1A1, CYP1A2, CYP1B1, CYP2A13, CYP2A6, CYP2A7, CYP2B6, CYP2C9, CYP2D6, CYP2D7, CYP2E1, CYP2F1, CYP2S1, CYP3A4, CYP3A5, DHDH, EPHX1, GSTA1, GSTA2, GSTA3, GSTA4, GSTA5, GSTK1, GSTM1, GSTM2, GSTM3, GSTM4, GSTM5, GSTO1, GSTO2, GSTP1, GSTT1, GSTT2, GSTT2B, HPGDS, HSD11B1, HSD11B1L, LOC107987478, LOC107987479, MGST1, MGST2, MGST3, SULT2A1, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7
Mucin type O-glycan biosynthesis	36	14	1.09	0.4	0.28	0.78	1.15	0.539	2.37	1	Customised	C1GALT1, C1GALT1C1, GALNT10, GALNT15, GALNT16, GALNT17, GALNT3, GALNT4, GALNT5, GALNT6, GCNT4, ST6GALNAC1, ST6GALNAC2, ST6GALNAC3	C1GALT1, C1GALT1C1, GALNT10, GALNT15, GALNT16, GALNT17, GALNT3, GALNT4, GALNT5, GALNT6, GCNT4, ST6GALNAC1, ST6GALNAC2, ST6GALNAC3	B3GNT3, B3GNT6, B4GALT5, C1GALT1, C1GALT1C1, C1GALT1C1L, GALNT1, GALNT10, GALNT11, GALNT12, GALNT13, GALNT14, GALNT15, GALNT16, GALNT17, GALNT18, GALNT2, GALNT3, GALNT4, GALNT5, GALNT6, GALNT7, GALNT8, GALNT9, GALNTL5, GALNTL6, GCNT1, GCNT3, GCNT4, POC1B-GALNT4, ST3GAL1, ST3GAL2, ST6GALNAC1, ST6GALNAC2, ST6GALNAC3, ST6GALNAC4	B3GNT3, B3GNT6, B4GALT5, C1GALT1, C1GALT1C1, C1GALT1C1L, GALNT1, GALNT10, GALNT11, GALNT12, GALNT13, GALNT14, GALNT15, GALNT16, GALNT17, GALNT18, GALNT2, GALNT3, GALNT4, GALNT5, GALNT6, GALNT7, GALNT8, GALNT9, GALNTL5, GALNTL6, GCNT1, GCNT3, GCNT4, POC1B-GALNT4, ST3GAL1, ST3GAL2, ST6GALNAC1, ST6GALNAC2, ST6GALNAC3, ST6GALNAC4
N-Glycan biosynthesis	50	24	1.34	1.84	0.025	0.4	1.69	0.918	3.09	1	Customised	ALG10B, ALG11, ALG13, ALG2, ALG3, B4GALT2, B4GALT3, DDOST, DOLPP1, DPAGT1, DPM1, FUT8, MAN1A1, MAN1A2, MAN1C1, MAN2A1, MAN2A2, MGAT3, MGAT4B, MGAT5B, MOGS, RPN1, RPN2, STT3A	ALG10B, ALG11, ALG13, ALG2, ALG3, B4GALT2, B4GALT3, DDOST, DOLPP1, DPAGT1, DPM1, FUT8, MAN1A1, MAN1A2, MAN1C1, MAN2A1, MAN2A2, MGAT3, MGAT4B, MGAT5B, MOGS, RPN1, RPN2, STT3A	ALG1, ALG10, ALG10B, ALG11, ALG12, ALG13, ALG14, ALG2, ALG3, ALG5, ALG6, ALG8, ALG9, B4GALT1, B4GALT2, B4GALT3, DAD1, DDOST, DOLK, DOLPP1, DPAGT1, DPM1, DPM2, DPM3, FUT8, GANAB, MAN1A1, MAN1A2, MAN1B1, MAN1C1, MAN2A1, MAN2A2, MGAT1, MGAT2, MGAT3, MGAT4A, MGAT4B, MGAT4C, MGAT4D, MGAT5, MGAT5B, MOGS, RPN1, RPN2, SRD5A3, ST6GAL1, ST6GAL2, STT3A, STT3B, TUSC3	ALG1, ALG10, ALG10B, ALG11, ALG12, ALG13, ALG14, ALG2, ALG3, ALG5, ALG6, ALG8, ALG9, B4GALT1, B4GALT2, B4GALT3, DAD1, DDOST, DOLK, DOLPP1, DPAGT1, DPM1, DPM2, DPM3, FUT8, GANAB, MAN1A1, MAN1A2, MAN1B1, MAN1C1, MAN2A1, MAN2A2, MGAT1, MGAT2, MGAT3, MGAT4A, MGAT4B, MGAT4C, MGAT4D, MGAT5, MGAT5B, MOGS, RPN1, RPN2, SRD5A3, ST6GAL1, ST6GAL2, STT3A, STT3B, TUSC3
Nicotinate and nicotinamide metabolism	36	10	0.777	-1.01	0.8	1	0.687	0.293	1.48	1	Customised	AOX1, BST1, ENPP1, NMNAT1, NNMT, NUDT12, PNP, SIRT3, SIRT5, SIRT7	AOX1, BST1, ENPP1, NMNAT1, NNMT, NUDT12, PNP, SIRT3, SIRT5, SIRT7	AOX1, ASPDH, BST1, CD38, ENPP1, ENPP3, NADK, NADK2, NADSYN1, NAMPT, NAPRT, NMNAT1, NMNAT2, NMNAT3, NMRK1, NMRK2, NNMT, NNT, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5DC4, NT5E, NT5M, NUDT12, PNP, QPRT, SIRT1, SIRT2, SIRT3, SIRT4, SIRT5, SIRT6, SIRT7	AOX1, ASPDH, BST1, CD38, ENPP1, ENPP3, NADK, NADK2, NADSYN1, NAMPT, NAPRT, NMNAT1, NMNAT2, NMNAT3, NMRK1, NMRK2, NNMT, NNT, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5DC4, NT5E, NT5M, NUDT12, PNP, QPRT, SIRT1, SIRT2, SIRT3, SIRT4, SIRT5, SIRT6, SIRT7
Nitrogen metabolism	17	6	0.988	-0.0378	0.41	0.78	0.981	0.296	2.91	1	Customised	CA12, CA3, CA5B, CPS1, GLUD1, GLUL	CA12, CA3, CA5B, CPS1, GLUD1, GLUL	CA1, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA8, CA9, CPS1, GLUD1, GLUD2, GLUL	CA1, CA12, CA13, CA14, CA2, CA3, CA4, CA5A, CA5B, CA6, CA7, CA8, CA9, CPS1, GLUD1, GLUD2, GLUL
One carbon pool by folate	20	12	1.68	2.28	0.007	0.4	2.73	1.02	7.75	1	Customised	ALDH1L1, AMT, ATIC, DHFR, DHFR2, GART, MTHFD1, MTHFD1L, MTHFD2, MTHFR, SHMT2, TYMS	ALDH1L1, AMT, ATIC, DHFR, DHFR2, GART, MTHFD1, MTHFD1L, MTHFD2, MTHFR, SHMT2, TYMS	ALDH1L1, ALDH1L2, AMT, ATIC, DHFR, DHFR2, FTCD, GART, MTFMT, MTHFD1, MTHFD1L, MTHFD2, MTHFD2L, MTHFR, MTHFS, MTR, SHMT1, SHMT2, ST20-MTHFS, TYMS	ALDH1L1, ALDH1L2, AMT, ATIC, DHFR, DHFR2, FTCD, GART, MTFMT, MTHFD1, MTHFD1L, MTHFD2, MTHFD2L, MTHFR, MTHFS, MTR, SHMT1, SHMT2, ST20-MTHFS, TYMS
Other glycan degradation	18	3	0.466	-1.7	0.93	1	0.357	0.0659	1.27	1	Customised	FUCA1, MAN2B2, MAN2C1	FUCA1, MAN2B2, MAN2C1	AGA, ENGASE, FUCA1, FUCA2, GBA, GBA2, GLB1, HEXA, HEXB, HEXD, MAN2B1, MAN2B2, MAN2C1, MANBA, NEU1, NEU2, NEU3, NEU4	AGA, ENGASE, FUCA1, FUCA2, GBA, GBA2, GLB1, HEXA, HEXB, HEXD, MAN2B1, MAN2B2, MAN2C1, MANBA, NEU1, NEU2, NEU3, NEU4
Other types of O-glycan biosynthesis	47	18	1.07	0.372	0.3	0.78	1.12	0.58	2.11	1	Customised	B4GALT2, B4GALT3, C1GALT1, C1GALT1C1, EOGT, GALNT10, GALNT15, GALNT16, GALNT17, GALNT3, GALNT4, GALNT5, GALNT6, GXYLT2, LFNG, MFNG, PLOD3, XXYLT1	B4GALT2, B4GALT3, C1GALT1, C1GALT1C1, EOGT, GALNT10, GALNT15, GALNT16, GALNT17, GALNT3, GALNT4, GALNT5, GALNT6, GXYLT2, LFNG, MFNG, PLOD3, XXYLT1	B3GLCT, B4GALT1, B4GALT2, B4GALT3, C1GALT1, C1GALT1C1, C1GALT1C1L, COLGALT1, COLGALT2, EOGT, GALNT1, GALNT10, GALNT11, GALNT12, GALNT13, GALNT14, GALNT15, GALNT16, GALNT17, GALNT18, GALNT2, GALNT3, GALNT4, GALNT5, GALNT6, GALNT7, GALNT8, GALNT9, GALNTL5, GALNTL6, GXYLT1, GXYLT2, LFNG, MFNG, OGT, PLOD3, POC1B-GALNT4, POFUT1, POFUT2, POGLUT1, POMT1, POMT2, RFNG, ST3GAL3, ST6GAL1, ST6GAL2, XXYLT1	B3GLCT, B4GALT1, B4GALT2, B4GALT3, C1GALT1, C1GALT1C1, C1GALT1C1L, COLGALT1, COLGALT2, EOGT, GALNT1, GALNT10, GALNT11, GALNT12, GALNT13, GALNT14, GALNT15, GALNT16, GALNT17, GALNT18, GALNT2, GALNT3, GALNT4, GALNT5, GALNT6, GALNT7, GALNT8, GALNT9, GALNTL5, GALNTL6, GXYLT1, GXYLT2, LFNG, MFNG, OGT, PLOD3, POC1B-GALNT4, POFUT1, POFUT2, POGLUT1, POMT1, POMT2, RFNG, ST3GAL3, ST6GAL1, ST6GAL2, XXYLT1
Oxidative phosphorylation	134	54	1.13	1.15	0.11	0.67	1.24	0.844	1.8	1	Customised	ATP5F1C, ATP5F1E, ATP5MC1, ATP5MC3, ATP5MF, ATP5MG, ATP5PD, ATP5PF, ATP5PO, ATP6V0A1, ATP6V0A4, ATP6V1C2, ATP6V1E2, ATP6V1F, ATP6V1G2, COX10, COX15, COX4I1, COX4I2, COX5A, COX5B, COX6A1, COX6B1, COX7A1, COX7A2L, COX7B, CYC1, CYCS, NDUFA1, NDUFA12, NDUFA6, NDUFA8, NDUFA9, NDUFAB1, NDUFB11, NDUFB2, NDUFB3, NDUFB4, NDUFB9, NDUFC1, NDUFS2, NDUFS4, NDUFS5, NDUFS6, NDUFV3, PPA1, SDHB, SDHC, UQCR10, UQCRB, UQCRC1, UQCRFS1, UQCRH, UQCRHL	ATP5F1C, ATP5F1E, ATP5MC1, ATP5MC3, ATP5MF, ATP5MG, ATP5PD, ATP5PF, ATP5PO, ATP6V0A1, ATP6V0A4, ATP6V1C2, ATP6V1E2, ATP6V1F, ATP6V1G2, COX10, COX15, COX4I1, COX4I2, COX5A, COX5B, COX6A1, COX6B1, COX7A1, COX7A2L, COX7B, CYC1, CYCS, NDUFA1, NDUFA12, NDUFA6, NDUFA8, NDUFA9, NDUFAB1, NDUFB11, NDUFB2, NDUFB3, NDUFB4, NDUFB9, NDUFC1, NDUFS2, NDUFS4, NDUFS5, NDUFS6, NDUFV3, PPA1, SDHB, SDHC, UQCR10, UQCRB, UQCRC1, UQCRFS1, UQCRH, UQCRHL	ATP12A, ATP4A, ATP4B, ATP5F1A, ATP5F1B, ATP5F1C, ATP5F1D, ATP5F1E, ATP5MC1, ATP5MC2, ATP5MC3, ATP5ME, ATP5MF, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, ATP6, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E1, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, ATP8, COX1, COX10, COX11, COX15, COX17, COX2, COX3, COX4I1, COX4I2, COX5A, COX5B, COX6A1, COX6A2, COX6B1, COX6B2, COX6C, COX7A1, COX7A2, COX7A2L, COX7B, COX7B2, COX7C, COX8A, COX8C, CYC1, CYCS, CYTB, LHPP, ND1, ND2, ND3, ND4, ND4L, ND5, ND6, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB1, NDUFB10, NDUFB11, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFC2-KCTD14, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, PPA1, PPA2, SDHA, SDHB, SDHC, SDHD, TCIRG1, UQCR10, UQCR11, UQCRB, UQCRC1, UQCRC2, UQCRFS1, UQCRH, UQCRHL, UQCRQ	ATP12A, ATP4A, ATP4B, ATP5F1A, ATP5F1B, ATP5F1C, ATP5F1D, ATP5F1E, ATP5MC1, ATP5MC2, ATP5MC3, ATP5ME, ATP5MF, ATP5MG, ATP5PB, ATP5PD, ATP5PF, ATP5PO, ATP6, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E1, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, ATP8, COX1, COX10, COX11, COX15, COX17, COX2, COX3, COX4I1, COX4I2, COX5A, COX5B, COX6A1, COX6A2, COX6B1, COX6B2, COX6C, COX7A1, COX7A2, COX7A2L, COX7B, COX7B2, COX7C, COX8A, COX8C, CYC1, CYCS, CYTB, LHPP, ND1, ND2, ND3, ND4, ND4L, ND5, ND6, NDUFA1, NDUFA10, NDUFA11, NDUFA12, NDUFA13, NDUFA2, NDUFA3, NDUFA4, NDUFA4L2, NDUFA5, NDUFA6, NDUFA7, NDUFA8, NDUFA9, NDUFAB1, NDUFB1, NDUFB10, NDUFB11, NDUFB2, NDUFB3, NDUFB4, NDUFB5, NDUFB6, NDUFB7, NDUFB8, NDUFB9, NDUFC1, NDUFC2, NDUFC2-KCTD14, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS5, NDUFS6, NDUFS7, NDUFS8, NDUFV1, NDUFV2, NDUFV3, PPA1, PPA2, SDHA, SDHB, SDHC, SDHD, TCIRG1, UQCR10, UQCR11, UQCRB, UQCRC1, UQCRC2, UQCRFS1, UQCRH, UQCRHL, UQCRQ
Pantothenate and CoA biosynthesis	21	7	0.933	-0.231	0.49	0.88	0.898	0.305	2.39	1	Customised	ALDH3A2, BCAT2, CSAD, DPYD, DPYS, ENPP1, PANK1	ALDH3A2, BCAT2, CSAD, DPYD, DPYS, ENPP1, PANK1	AASDHPPT, ALDH1B1, ALDH2, ALDH3A2, BCAT1, BCAT2, COASY, CSAD, DPYD, DPYS, ENPP1, ENPP3, GADL1, PANK1, PANK2, PANK3, PPCDC, PPCS, UPB1, VNN1, VNN2	AASDHPPT, ALDH1B1, ALDH2, ALDH3A2, BCAT1, BCAT2, COASY, CSAD, DPYD, DPYS, ENPP1, ENPP3, GADL1, PANK1, PANK2, PANK3, PPCDC, PPCS, UPB1, VNN1, VNN2
Pentose and glucuronate interconversions	35	6	0.48	-2.32	0.99	1	0.366	0.123	0.904	1	Customised	CRYL1, FGGY, KL, RPE, UGDH, XYLB	CRYL1, FGGY, KL, RPE, UGDH, XYLB	AKR1A1, AKR1B1, AKR1B10, CRPPA, CRYL1, DCXR, DHDH, FGGY, GUSB, KL, RPE, RPEL1, SORD, UGDH, UGP2, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7, XYLB	AKR1A1, AKR1B1, AKR1B10, CRPPA, CRYL1, DCXR, DHDH, FGGY, GUSB, KL, RPE, RPEL1, SORD, UGDH, UGP2, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7, XYLB
Pentose phosphate pathway	30	11	1.03	0.108	0.38	0.78	1.04	0.445	2.32	1	Customised	FBP1, GPI, H6PD, IDNK, PGD, PRPS2, RBKS, RPE, RPIA, TALDO1, TKT	FBP1, GPI, H6PD, IDNK, PGD, PRPS2, RBKS, RPE, RPIA, TALDO1, TKT	ALDOA, ALDOB, ALDOC, DERA, FBP1, FBP2, G6PD, GLYCTK, GPI, H6PD, IDNK, PFKL, PFKM, PFKP, PGD, PGLS, PGM1, PGM2, PRPS1, PRPS1L1, PRPS2, RBKS, RGN, RPE, RPEL1, RPIA, TALDO1, TKT, TKTL1, TKTL2	ALDOA, ALDOB, ALDOC, DERA, FBP1, FBP2, G6PD, GLYCTK, GPI, H6PD, IDNK, PFKL, PFKM, PFKP, PGD, PGLS, PGM1, PGM2, PRPS1, PRPS1L1, PRPS2, RBKS, RGN, RPE, RPEL1, RPIA, TALDO1, TKT, TKTL1, TKTL2
Phenylalanine metabolism	16	5	0.875	-0.376	0.54	0.94	0.816	0.221	2.56	1	Customised	ALDH3B1, AOC3, GOT2, MAOA, MIF	ALDH3B1, AOC3, GOT2, MAOA, MIF	ALDH3A1, ALDH3B1, ALDH3B2, AOC2, AOC3, DDC, GOT1, GOT1L1, GOT2, HPD, IL4I1, MAOA, MAOB, MIF, PAH, TAT	ALDH3A1, ALDH3B1, ALDH3B2, AOC2, AOC3, DDC, GOT1, GOT1L1, GOT2, HPD, IL4I1, MAOA, MAOB, MIF, PAH, TAT
Phenylalanine, tyrosine and tryptophan biosynthesis	6	1	0.466	-0.976	0.69	1	0.359	0.00757	3.22	1	Customised	GOT2	GOT2	GOT1, GOT1L1, GOT2, IL4I1, PAH, TAT	GOT1, GOT1L1, GOT2, IL4I1, PAH, TAT
Phosphonate and phosphinate metabolism	6	4	1.87	1.58	0.024	0.4	3.61	0.516	40	1	Customised	CEPT1, PCYT1B, PCYT2, SELENOI	CEPT1, PCYT1B, PCYT2, SELENOI	CEPT1, CHPT1, PCYT1A, PCYT1B, PCYT2, SELENOI	CEPT1, CHPT1, PCYT1A, PCYT1B, PCYT2, SELENOI
Porphyrin metabolism	43	6	0.391	-3.02	1	1	0.285	0.0976	0.686	1	Customised	ALAD, COX10, COX15, FECH, HCCS, HMBS	ALAD, COX10, COX15, FECH, HCCS, HMBS	ALAD, ALAS1, ALAS2, BLVRA, BLVRB, COX10, COX15, CP, CPOX, EARS2, EPRS1, FECH, FXN, GUSB, HCCS, HEPH, HEPHL1, HMBS, HMOX1, HMOX2, MMAB, PPOX, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7, UROD, UROS	ALAD, ALAS1, ALAS2, BLVRA, BLVRB, COX10, COX15, CP, CPOX, EARS2, EPRS1, FECH, FXN, GUSB, HCCS, HEPH, HEPHL1, HMBS, HMOX1, HMOX2, MMAB, PPOX, UGT1A1, UGT1A10, UGT1A3, UGT1A4, UGT1A5, UGT1A6, UGT1A7, UGT1A8, UGT1A9, UGT2A1, UGT2A2, UGT2A3, UGT2B10, UGT2B11, UGT2B15, UGT2B17, UGT2B28, UGT2B4, UGT2B7, UROD, UROS
Primary bile acid biosynthesis	17	6	0.988	-0.0378	0.41	0.78	0.981	0.296	2.91	1	Customised	ACOX2, AMACR, CH25H, CYP46A1, CYP7B1, HSD17B4	ACOX2, AMACR, CH25H, CYP46A1, CYP7B1, HSD17B4	ACOT8, ACOX2, AKR1C4, AKR1D1, AMACR, BAAT, CH25H, CYP27A1, CYP39A1, CYP46A1, CYP7A1, CYP7B1, CYP8B1, HSD17B4, HSD3B7, SCP2, SLC27A5	ACOT8, ACOX2, AKR1C4, AKR1D1, AMACR, BAAT, CH25H, CYP27A1, CYP39A1, CYP46A1, CYP7A1, CYP7B1, CYP8B1, HSD17B4, HSD3B7, SCP2, SLC27A5
Propanoate metabolism	32	13	1.14	0.583	0.22	0.74	1.24	0.557	2.66	1	Customised	ABAT, ACACA, ACACB, ACADS, ACOX3, ACSS3, ALDH6A1, LDHA, LDHB, MLYCD, PCCA, SUCLA2, SUCLG2	ABAT, ACACA, ACACB, ACADS, ACOX3, ACSS3, ALDH6A1, LDHA, LDHB, MLYCD, PCCA, SUCLA2, SUCLG2	ABAT, ACACA, ACACB, ACADS, ACOX1, ACOX3, ACSS1, ACSS2, ACSS3, ALDH6A1, BCKDHA, BCKDHB, DBT, DLD, ECHDC1, ECHS1, EHHADH, HADHA, HIBCH, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MCEE, MLYCD, MMUT, PCCA, PCCB, SUCLA2, SUCLG1, SUCLG2	ABAT, ACACA, ACACB, ACADS, ACOX1, ACOX3, ACSS1, ACSS2, ACSS3, ALDH6A1, BCKDHA, BCKDHB, DBT, DLD, ECHDC1, ECHS1, EHHADH, HADHA, HIBCH, LDHA, LDHAL6A, LDHAL6B, LDHB, LDHC, MCEE, MLYCD, MMUT, PCCA, PCCB, SUCLA2, SUCLG1, SUCLG2
Purine metabolism	128	55	1.2	1.78	0.032	0.4	1.39	0.947	2.03	1	Customised	ADA, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY9, ADPRM, AK2, AK5, AK7, AK8, ATIC, DGUOK, ENPP1, ENTPD1, ENTPD3, ENTPD4, ENTPD5, ENTPD6, GART, GMPR2, GMPS, GUCY1B1, HDDC2, HPRT1, NME1, NME2, NPR1, NPR2, NUDT16, NUDT5, PAICS, PAPSS1, PDE10A, PDE1A, PDE1B, PDE2A, PDE3A, PDE3B, PDE4A, PDE4D, PDE5A, PDE6B, PDE7A, PDE7B, PDE8A, PDE8B, PNP, PPAT, PRPS2, PRUNE1, RRM1, RRM2	ADA, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY9, ADPRM, AK2, AK5, AK7, AK8, ATIC, DGUOK, ENPP1, ENTPD1, ENTPD3, ENTPD4, ENTPD5, ENTPD6, GART, GMPR2, GMPS, GUCY1B1, HDDC2, HPRT1, NME1, NME2, NPR1, NPR2, NUDT16, NUDT5, PAICS, PAPSS1, PDE10A, PDE1A, PDE1B, PDE2A, PDE3A, PDE3B, PDE4A, PDE4D, PDE5A, PDE6B, PDE7A, PDE7B, PDE8A, PDE8B, PNP, PPAT, PRPS2, PRUNE1, RRM1, RRM2	ADA, ADA2, ADCY1, ADCY10, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADK, ADPRM, ADSL, ADSS1, ADSS2, AK1, AK2, AK3, AK4, AK5, AK6, AK7, AK8, AK9, ALLC, AMPD1, AMPD2, AMPD3, APRT, ATIC, CANT1, DCK, DGUOK, ENPP1, ENPP3, ENPP4, ENTPD1, ENTPD2, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, FHIT, GART, GDA, GMPR, GMPR2, GMPS, GUCY1A1, GUCY1A2, GUCY1B1, GUCY2C, GUCY2D, GUCY2F, GUK1, HDDC2, HDDC3, HPRT1, IMPDH1, IMPDH2, ITPA, LACC1, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, NPR1, NPR2, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5DC4, NT5E, NT5M, NTPCR, NUDT16, NUDT2, NUDT5, NUDT9, PAICS, PAPSS1, PAPSS2, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PFAS, PGM1, PGM2, PNP, PPAT, PRPS1, PRPS1L1, PRPS2, PRUNE1, RRM1, RRM2, RRM2B, URAD, XDH	ADA, ADA2, ADCY1, ADCY10, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ADK, ADPRM, ADSL, ADSS1, ADSS2, AK1, AK2, AK3, AK4, AK5, AK6, AK7, AK8, AK9, ALLC, AMPD1, AMPD2, AMPD3, APRT, ATIC, CANT1, DCK, DGUOK, ENPP1, ENPP3, ENPP4, ENTPD1, ENTPD2, ENTPD3, ENTPD4, ENTPD5, ENTPD6, ENTPD8, FHIT, GART, GDA, GMPR, GMPR2, GMPS, GUCY1A1, GUCY1A2, GUCY1B1, GUCY2C, GUCY2D, GUCY2F, GUK1, HDDC2, HDDC3, HPRT1, IMPDH1, IMPDH2, ITPA, LACC1, NME1, NME1-NME2, NME2, NME3, NME4, NME6, NME7, NPR1, NPR2, NT5C, NT5C1A, NT5C1B, NT5C1B-RDH14, NT5C2, NT5DC4, NT5E, NT5M, NTPCR, NUDT16, NUDT2, NUDT5, NUDT9, PAICS, PAPSS1, PAPSS2, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE6D, PDE6G, PDE6H, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PFAS, PGM1, PGM2, PNP, PPAT, PRPS1, PRPS1L1, PRPS2, PRUNE1, RRM1, RRM2, RRM2B, URAD, XDH
